student_id,name,age,gender,attendance_rate,time_spent_hours,quiz_avg_score,assignments_completed,forum_posts,badges_earned,final_exam_score,final_grade,dropout_risk,feedback_text,sentiment
4238,Divya Kumar,26,Female,0.75,52.21,0.54,3,33,6,49.89,D,0,Not useful at all,Negative
4239,Priya Singh,30,Male,0.83,47.05,0.79,6,5,3,68.19,C,0,Can be improved,Neutral
4240,Rahul Kumar,19,Female,0.89,32.54,0.81,8,49,5,72.67,B,0,Loved the teaching style,Positive
4241,Suresh Patel,23,Female,0.71,14.93,0.83,9,17,3,58.95,C,0,Average experience,Neutral
4242,Kavya Reddy,30,Female,0.86,24.7,0.42,5,4,1,37.74,Fail,0,Very confusing content,Negative
4243,Arun Nair,23,Male,0.31,39.04,0.35,5,19,5,31.85,Fail,0,Not useful at all,Negative
4244,Sneha Iyer,19,Male,0.98,43.04,0.6,6,38,6,64.35,C,0,Average experience,Neutral
4245,Vijay Das,21,Female,1,31.17,0.58,4,44,9,73.69,B,0,Very engaging and informative,Positive
4246,Anjali Das,22,Male,0.92,44.32,0.92,6,12,7,75.04,B,0,Helped me improve a lot,Positive
4247,Priya Sharma,29,Female,0.72,52.72,0.75,7,42,6,73.98,B,0,Great course and very helpful,Positive
4248,Divya Nair,25,Female,0.61,38.86,0.44,5,19,1,47.83,D,0,Not useful at all,Negative
4249,Divya Iyer,23,Female,1,10.89,0.59,3,33,7,59.6,C,0,Average experience,Neutral
4250,Anjali Das,22,Female,0.74,37.15,0.65,3,10,8,54.44,D,0,Too difficult to follow,Negative
4251,Kavya Verma,27,Male,0.74,28.39,0.88,7,17,0,62.46,C,0,Normal learning experience,Neutral
4252,Kavya Verma,21,Male,0.42,39.46,0.67,7,37,3,53.52,D,0,Waste of time,Negative
4253,Rahul Singh,26,Female,0.73,45.37,0.64,5,5,2,59.11,C,0,Nothing special,Neutral
4254,Priya Nair,30,Male,0.56,39.58,0.83,5,18,8,67.53,C,0,Nothing special,Neutral
4255,Kavya Nair,26,Female,0.43,70.19,0.82,6,20,1,61.29,C,0,Average experience,Neutral
4256,Arun Iyer,23,Male,0.59,68.66,0.5,6,10,9,49.39,D,0,Waste of time,Negative
4257,Ravi Nair,26,Female,0.75,56.33,0.58,7,30,2,57.3,C,0,Okay course,Neutral
4258,Rahul Iyer,19,Female,0.76,36.11,0.71,6,7,6,56.24,C,0,Average experience,Neutral
4259,Vijay Nair,18,Female,0.77,34.11,0.59,3,4,4,42.17,D,0,Poor explanations,Negative
4260,Anjali Singh,24,Male,0.5,43.39,0.79,3,31,5,53.76,D,0,Not useful at all,Negative
4261,Karthik Singh,22,Female,0.52,34.73,0.69,8,14,2,55.13,C,0,Normal learning experience,Neutral
4262,Divya Nair,25,Female,0.7,32.78,0.66,6,6,1,51.29,D,0,Poor explanations,Negative
4263,Vijay Reddy,22,Female,0.47,30.37,0.94,4,34,0,61.64,C,0,Average experience,Neutral
4264,Suresh Iyer,21,Male,0.84,28.3,0.9,8,40,5,70.84,B,0,Very engaging and informative,Positive
4265,Vijay Patel,25,Female,0.79,45.94,0.74,3,7,1,62.01,C,0,Average experience,Neutral
4266,Vijay Kumar,20,Female,0.56,19.05,0.47,9,47,7,49.05,D,0,Waste of time,Negative
4267,Suresh Gupta,22,Male,0.8,41.07,0.84,3,20,3,61.23,C,0,Normal learning experience,Neutral
4268,Suresh Iyer,22,Female,0.59,56.48,0.64,8,12,7,46.91,D,0,Waste of time,Negative
4269,Kavya Iyer,18,Female,0.54,50.75,0.93,7,29,9,70.35,B,0,Excellent platform for learning,Positive
4270,Meena Reddy,25,Male,0.89,26.08,0.62,6,28,3,56.77,C,0,Can be improved,Neutral
4271,Arun Nair,18,Female,1,45.29,0.74,8,21,1,83.28,B,0,Excellent platform for learning,Positive
4272,Arun Nair,24,Male,0.77,56.53,1,6,29,0,75,B,0,Loved the teaching style,Positive
4273,Priya Das,20,Female,0.41,39.53,0.7,3,13,3,49.85,D,0,Poor explanations,Negative
4274,Ravi Nair,22,Male,0.56,29.34,0.6,4,17,3,50.84,D,0,Poor explanations,Negative
4275,Priya Gupta,26,Male,1,24.94,0.96,4,46,1,77.94,B,0,Excellent platform for learning,Positive
4276,Sneha Sharma,25,Female,0.74,37.26,0.56,3,43,5,52.22,D,0,Not useful at all,Negative
4277,Rahul Das,22,Female,0.41,49.19,0.83,3,3,6,47.02,D,0,Too difficult to follow,Negative
4278,Rahul Gupta,23,Male,0.82,26.3,0.81,3,30,2,66.15,C,0,Can be improved,Neutral
4279,Vijay Gupta,18,Female,0.92,47.59,0.3,7,10,2,54.32,D,0,Very confusing content,Negative
4280,Arun Nair,21,Female,0.9,35.64,0.55,5,36,2,61.11,C,0,Average experience,Neutral
4281,Ravi Das,27,Female,0.53,30.11,0.55,4,2,1,42.01,D,0,Not useful at all,Negative
4282,Vijay Nair,20,Male,0.51,42.74,0.66,4,46,7,53.93,D,0,Waste of time,Negative
4283,Meena Sharma,26,Female,0.77,42.37,0.46,6,13,4,55.33,C,0,Okay course,Neutral
4284,Arun Sharma,24,Female,0.93,52.57,0.64,3,8,8,61.22,C,0,Nothing special,Neutral
4285,Sneha Iyer,24,Male,0.92,67.1,1,3,29,9,68.15,C,0,Normal learning experience,Neutral
4286,Priya Reddy,30,Female,0.66,36.22,0.26,9,28,8,39.15,Fail,0,Waste of time,Negative
4287,Arun Kumar,22,Female,0.71,21.27,0.62,8,13,1,61.98,C,0,Average experience,Neutral
4288,Arun Patel,18,Female,0.68,17.13,0.8,7,27,3,63.9,C,0,Can be improved,Neutral
4289,Kavya Reddy,18,Female,0.64,46.26,0.66,9,17,3,58.2,C,0,Nothing special,Neutral
4290,Ravi Reddy,23,Female,0.72,35.78,0.78,3,2,2,48.73,D,0,Waste of time,Negative
4291,Rahul Patel,21,Male,1,35.05,0.67,9,30,1,85.58,A,0,Helped me improve a lot,Positive
4292,Vijay Kumar,27,Female,0.75,31.15,0.77,7,5,7,58.75,C,0,Okay course,Neutral
4293,Vijay Sharma,20,Female,0.75,32.84,0.54,4,14,4,52.52,D,0,Too difficult to follow,Negative
4294,Sneha Sharma,24,Male,0.82,59.79,0.48,4,40,3,70.89,B,0,Great course and very helpful,Positive
4295,Vijay Kumar,27,Male,0.74,50.21,0.7,8,5,1,63.32,C,0,Normal learning experience,Neutral
4296,Karthik Verma,22,Male,0.62,46.69,0.59,3,23,9,53.04,D,0,Very confusing content,Negative
4297,Meena Sharma,20,Male,0.71,57.71,0.78,4,3,1,54.3,D,0,Not useful at all,Negative
4298,Anjali Iyer,24,Male,0.8,45.66,0.75,3,7,1,54.31,D,0,Waste of time,Negative
4299,Meena Verma,25,Female,0.76,29.53,0.67,5,2,5,54.79,D,0,Poor explanations,Negative
4300,Kavya Reddy,23,Male,0.49,18.67,0.82,3,6,6,54.63,D,1,Waste of time,Negative
4301,Kavya Sharma,21,Female,0.71,53.7,0.7,4,11,4,66.32,C,0,Okay course,Neutral
4302,Meena Kumar,18,Male,0.6,26.8,0.8,6,28,6,61.4,C,0,Nothing special,Neutral
4303,Arun Das,27,Male,0.83,21.71,0.66,6,46,8,69.48,C,0,Nothing special,Neutral
4304,Kavya Iyer,22,Female,0.64,58.24,0.74,3,47,2,62.56,C,0,Can be improved,Neutral
4305,Suresh Gupta,29,Male,0.55,36.99,0.65,7,17,2,56.06,C,0,Can be improved,Neutral
4306,Priya Nair,22,Male,0.45,55.48,0.48,3,49,3,53.15,D,0,Too difficult to follow,Negative
4307,Vijay Iyer,19,Female,0.33,71.93,0.33,6,49,7,52.61,D,0,Poor explanations,Negative
4308,Suresh Gupta,28,Female,0.89,64.67,0.51,3,25,5,58.89,C,0,Can be improved,Neutral
4309,Divya Patel,18,Male,0.7,32.86,0.9,8,29,9,76.39,B,0,Helped me improve a lot,Positive
4310,Vijay Kumar,19,Female,0.68,17.99,0.73,4,2,9,46.13,D,0,Too difficult to follow,Negative
4311,Suresh Nair,23,Female,0.54,30.3,0.43,6,12,5,41.58,D,0,Not useful at all,Negative
4312,Anjali Nair,24,Male,0.87,43.9,0.65,9,2,8,62.47,C,0,Okay course,Neutral
4313,Arun Iyer,20,Male,0.67,41.01,0.42,9,4,5,47.49,D,0,Not useful at all,Negative
4314,Karthik Sharma,20,Male,0.22,49.5,0.95,5,6,4,48.34,D,0,Poor explanations,Negative
4315,Sneha Kumar,24,Female,0.4,28.53,0.54,5,29,7,50.71,D,0,Too difficult to follow,Negative
4316,Priya Singh,27,Male,0.82,48.76,0.64,6,32,1,61.6,C,0,Normal learning experience,Neutral
4317,Anjali Iyer,24,Female,0.61,49.31,0.74,7,23,8,55.89,C,0,Average experience,Neutral
4318,Kavya Nair,28,Female,0.78,31.5,0.73,4,17,0,51.79,D,0,Waste of time,Negative
4319,Karthik Sharma,20,Female,0.46,45.65,0.99,6,4,1,57.45,C,0,Average experience,Neutral
4320,Arun Verma,18,Male,0.61,44.12,0.71,6,17,6,55.78,C,0,Nothing special,Neutral
4321,Meena Singh,25,Male,0.75,66.45,0.82,5,18,6,74.45,B,0,Great course and very helpful,Positive
4322,Ravi Reddy,23,Female,0.64,52.97,0.67,6,35,7,62.96,C,0,Okay course,Neutral
4323,Kavya Gupta,28,Female,0.66,8.34,0.76,7,2,3,65.62,C,0,Can be improved,Neutral
4324,Suresh Sharma,19,Female,0.75,45.34,0.67,3,6,2,58.96,C,0,Normal learning experience,Neutral
4325,Kavya Das,21,Male,0.77,59.58,0.59,3,0,4,60.83,C,0,Nothing special,Neutral
4326,Anjali Patel,22,Male,1,29.04,0.8,7,30,3,74.9,B,0,Excellent platform for learning,Positive
4327,Ravi Kumar,27,Female,0.85,44.64,0.8,5,40,4,67.63,C,0,Okay course,Neutral
4328,Priya Nair,24,Male,0.51,36.92,0.2,7,11,0,37.54,Fail,0,Very confusing content,Negative
4329,Meena Patel,25,Female,0.67,22.95,0.78,7,36,4,65.47,C,0,Can be improved,Neutral
4330,Kavya Kumar,23,Male,0.85,28.65,0.89,3,36,7,73.86,B,0,Great course and very helpful,Positive
4331,Sneha Verma,18,Female,0.64,30.64,0.37,5,16,1,48.97,D,0,Waste of time,Negative
4332,Ravi Sharma,19,Female,0.75,49.98,0.82,6,40,3,71.52,B,0,Excellent platform for learning,Positive
4333,Arun Singh,28,Female,0.96,31.66,0.61,6,33,0,69.48,C,0,Normal learning experience,Neutral
4334,Priya Kumar,22,Female,0.83,30.17,0.49,5,27,6,54.67,D,0,Waste of time,Negative
4335,Priya Kumar,25,Male,0.68,31.39,0.63,5,39,2,45.68,D,0,Waste of time,Negative
4336,Sneha Patel,18,Male,0.76,1.85,0.65,9,14,7,46.68,D,0,Too difficult to follow,Negative
4337,Meena Verma,22,Male,0.5,42.07,0.84,3,5,1,47.24,D,0,Poor explanations,Negative
4338,Arun Sharma,25,Female,0.79,24.29,0.96,8,9,3,61.39,C,0,Okay course,Neutral
4339,Priya Patel,29,Male,0.62,22.66,0.76,9,46,2,58.71,C,0,Normal learning experience,Neutral
4340,Ravi Nair,28,Male,0.57,29.75,0.5,8,12,8,48.56,D,0,Too difficult to follow,Negative
4341,Suresh Verma,23,Male,0.65,61.87,1,7,25,9,72.56,B,0,Great course and very helpful,Positive
4342,Kavya Das,18,Female,0.89,53.96,0.92,6,10,7,71.62,B,0,Very engaging and informative,Positive
4343,Ravi Kumar,27,Male,0.62,49.58,0.6,7,5,3,55.95,C,0,Nothing special,Neutral
4344,Meena Verma,18,Male,0.88,54.58,0.63,4,3,0,54.6,D,0,Poor explanations,Negative
4345,Arun Das,30,Female,1,50.44,1,3,30,0,79.85,B,0,Helped me improve a lot,Positive
4346,Suresh Iyer,18,Female,0.75,41.07,0.89,3,46,4,72.85,B,0,Loved the teaching style,Positive
4347,Ravi Iyer,30,Male,0.87,40.94,0.72,5,35,4,66.77,C,0,Nothing special,Neutral
4348,Priya Iyer,30,Male,0.64,52.31,0.91,4,9,8,65.31,C,0,Can be improved,Neutral
4349,Ravi Sharma,20,Female,0.25,40.15,0.34,7,12,6,37.68,Fail,0,Too difficult to follow,Negative
4350,Divya Gupta,22,Female,0.79,49.23,1,6,25,7,79.38,B,0,Helped me improve a lot,Positive
4351,Meena Reddy,28,Male,0.58,30.3,0.68,6,41,1,56.29,C,0,Normal learning experience,Neutral
4352,Meena Singh,23,Male,0.68,34.12,0.55,8,43,9,64.58,C,0,Can be improved,Neutral
4353,Divya Reddy,21,Male,0.98,53.64,0.94,3,43,2,76.97,B,0,Great course and very helpful,Positive
4354,Priya Sharma,18,Male,0.62,71.88,0.73,7,7,8,61.81,C,0,Average experience,Neutral
4355,Sneha Singh,30,Female,0.65,25.26,0.87,4,39,5,61.54,C,0,Okay course,Neutral
4356,Priya Das,28,Male,0.87,18.5,0.6,8,19,7,58.88,C,0,Nothing special,Neutral
4357,Meena Patel,23,Female,1,44.48,0.74,9,4,8,67.5,C,0,Normal learning experience,Neutral
4358,Ravi Verma,20,Male,0.98,17.7,0.66,6,21,9,57.62,C,0,Nothing special,Neutral
4359,Sneha Kumar,20,Male,0.72,33.83,0.84,8,26,2,67.91,C,0,Average experience,Neutral
4360,Kavya Das,26,Male,0.8,42.41,0.81,6,22,1,65.87,C,0,Okay course,Neutral
4361,Suresh Patel,29,Female,0.73,24.71,0.89,6,29,8,70.58,B,0,Great course and very helpful,Positive
4362,Anjali Nair,28,Male,0.48,36.18,0.7,4,6,2,48.17,D,0,Poor explanations,Negative
4363,Vijay Verma,25,Female,0.48,29.02,0.55,6,19,6,50.16,D,0,Waste of time,Negative
4364,Arun Verma,21,Female,0.84,37.63,0.55,5,1,6,52.01,D,0,Not useful at all,Negative
4365,Meena Iyer,24,Female,0.53,51.04,0.27,7,42,3,54.37,D,0,Very confusing content,Negative
4366,Suresh Das,22,Female,1,14.44,0.43,9,48,4,56,C,0,Average experience,Neutral
4367,Vijay Das,26,Male,0.79,19.68,0.87,4,30,9,63.54,C,0,Average experience,Neutral
4368,Vijay Gupta,27,Male,0.8,40.49,1,7,8,6,65.66,C,0,Okay course,Neutral
4369,Anjali Gupta,28,Male,0.42,30.89,0.8,4,17,9,56.45,C,0,Can be improved,Neutral
4370,Vijay Nair,30,Female,0.52,24.75,0.66,3,42,6,52.27,D,0,Not useful at all,Negative
4371,Anjali Sharma,25,Male,0.82,19.19,0.87,3,33,5,61.73,C,0,Can be improved,Neutral
4372,Priya Iyer,29,Male,1,16.53,0.61,8,19,6,66.26,C,0,Average experience,Neutral
4373,Anjali Singh,20,Male,0.67,43.09,0.55,7,22,1,61.94,C,0,Nothing special,Neutral
4374,Priya Singh,24,Female,1,20.78,1,6,14,2,77.61,B,0,Loved the teaching style,Positive
4375,Suresh Das,26,Male,0.85,38.72,0.9,9,13,0,75.46,B,0,Very engaging and informative,Positive
4376,Priya Singh,20,Female,0.56,23.91,0.69,5,0,5,55.03,C,0,Okay course,Neutral
4377,Arun Das,25,Male,0.69,44.78,0.49,9,27,3,59.46,C,0,Average experience,Neutral
4378,Arun Nair,25,Male,0.72,40.84,0.35,4,43,1,52.19,D,0,Poor explanations,Negative
4379,Arun Gupta,22,Female,0.96,70.79,0.84,4,16,5,69.19,C,0,Nothing special,Neutral
4380,Rahul Singh,24,Female,0.94,15.54,0.84,6,46,9,73.36,B,0,Excellent platform for learning,Positive
4381,Divya Gupta,27,Male,0.59,36.3,0.69,5,3,8,44.56,D,0,Waste of time,Negative
4382,Vijay Kumar,27,Male,0.58,49.73,0.64,3,0,5,49.84,D,0,Too difficult to follow,Negative
4383,Anjali Kumar,29,Female,1,25.35,0.6,9,17,3,68.26,C,0,Normal learning experience,Neutral
4384,Meena Das,28,Male,0.79,26.79,0.8,6,24,5,59.4,C,0,Nothing special,Neutral
4385,Rahul Sharma,25,Female,0.87,34.22,0.44,6,2,8,57.31,C,0,Can be improved,Neutral
4386,Meena Singh,26,Female,0.98,43.78,0.59,6,22,1,58.47,C,0,Nothing special,Neutral
4387,Anjali Iyer,24,Male,0.98,53.84,0.64,4,15,8,71.87,B,0,Very engaging and informative,Positive
4388,Priya Nair,30,Female,0.59,21.62,0.63,6,3,0,41.79,D,0,Poor explanations,Negative
4389,Karthik Gupta,18,Male,0.53,16.33,0.61,8,30,6,48.5,D,0,Poor explanations,Negative
4390,Arun Patel,18,Male,0.86,52.09,0.48,5,12,9,57.55,C,0,Okay course,Neutral
4391,Anjali Verma,21,Male,0.87,54.29,0.71,4,24,3,64.44,C,0,Nothing special,Neutral
4392,Rahul Das,23,Female,0.71,32.1,0.95,4,4,9,65.22,C,0,Okay course,Neutral
4393,Priya Nair,22,Male,0.68,49.06,0.8,8,43,7,64.42,C,0,Normal learning experience,Neutral
4394,Priya Nair,25,Female,0.67,36.31,0.32,3,14,6,45.23,D,0,Not useful at all,Negative
4395,Sneha Singh,20,Female,0.93,32.96,0.94,4,22,6,67.36,C,0,Normal learning experience,Neutral
4396,Vijay Reddy,27,Male,0.96,53.14,0.79,4,34,0,71.96,B,0,Very engaging and informative,Positive
4397,Suresh Iyer,25,Male,0.97,41.95,0.39,5,22,9,52.97,D,0,Very confusing content,Negative
4398,Divya Patel,29,Female,1,47.32,0.45,6,40,9,58.13,C,0,Okay course,Neutral
4399,Arun Gupta,26,Male,0.72,76.77,0.38,8,1,6,55.62,C,0,Nothing special,Neutral
4400,Ravi Nair,21,Male,0.59,45.21,0.54,7,10,9,55.18,C,0,Normal learning experience,Neutral
4401,Sneha Singh,21,Male,0.7,23.32,0.73,6,42,9,61.14,C,0,Average experience,Neutral
4402,Sneha Sharma,28,Male,0.56,43.38,0.86,9,29,5,69.22,C,0,Normal learning experience,Neutral
4403,Divya Sharma,28,Female,0.88,39.78,0.53,6,14,6,54.55,D,0,Poor explanations,Negative
4404,Anjali Reddy,29,Female,0.92,58.06,0.61,9,16,6,71.91,B,0,Loved the teaching style,Positive
4405,Anjali Patel,25,Female,0.57,48.66,0.85,5,40,0,68.58,C,0,Average experience,Neutral
4406,Sneha Patel,22,Female,0.79,38.09,0.33,8,38,9,58.45,C,0,Okay course,Neutral
4407,Meena Iyer,21,Male,0.56,33.86,1,8,38,8,62.45,C,0,Nothing special,Neutral
4408,Rahul Verma,18,Male,0.99,40.78,0.7,6,2,8,61.24,C,0,Average experience,Neutral
4409,Meena Patel,29,Male,0.88,35.42,0.87,7,29,7,73.3,B,0,Excellent platform for learning,Positive
4410,Kavya Singh,27,Female,0.79,39.41,0.7,9,49,0,71.69,B,0,Excellent platform for learning,Positive
4411,Meena Patel,22,Female,0.64,53.45,0.5,6,0,7,54.45,D,0,Waste of time,Negative
4412,Karthik Reddy,18,Male,0.82,40.26,0.79,3,45,9,67.76,C,0,Can be improved,Neutral
4413,Suresh Das,20,Female,0.83,45.89,1,9,19,5,73.95,B,0,Helped me improve a lot,Positive
4414,Suresh Sharma,25,Female,0.64,19.13,0.86,3,40,4,58.54,C,0,Average experience,Neutral
4415,Rahul Patel,30,Female,0.8,60.81,0.44,3,27,0,56.71,C,0,Okay course,Neutral
4416,Ravi Patel,28,Male,0.62,64.11,0.54,8,32,1,62.7,C,0,Normal learning experience,Neutral
4417,Anjali Verma,27,Male,0.74,20.83,0.4,7,15,2,48.26,D,0,Waste of time,Negative
4418,Vijay Reddy,23,Male,0.27,32.23,0.75,5,40,0,44.76,D,0,Too difficult to follow,Negative
4419,Suresh Sharma,22,Male,0.55,35.53,0.9,3,23,9,58.2,C,0,Can be improved,Neutral
4420,Arun Sharma,19,Female,0.75,40.57,0.65,6,37,0,66.71,C,0,Okay course,Neutral
4421,Vijay Nair,27,Female,0.6,63.3,0.71,7,1,2,63.81,C,0,Okay course,Neutral
4422,Kavya Sharma,28,Male,0.93,15.5,0.7,9,3,7,71.85,B,0,Very engaging and informative,Positive
4423,Vijay Kumar,29,Male,0.59,45.38,0.57,7,19,5,61.53,C,0,Nothing special,Neutral
4424,Karthik Kumar,24,Female,0.53,17.65,0.68,7,46,3,55.74,C,0,Average experience,Neutral
4425,Kavya Nair,25,Male,0.74,60.61,0.68,3,1,3,52.11,D,0,Waste of time,Negative
4426,Rahul Singh,25,Male,0.73,46.08,0.57,5,24,9,61.97,C,0,Nothing special,Neutral
4427,Divya Gupta,20,Female,0.29,45.64,0.75,8,16,4,57.14,C,0,Normal learning experience,Neutral
4428,Kavya Verma,21,Male,0.6,38.19,0.75,8,35,0,58.82,C,0,Okay course,Neutral
4429,Arun Iyer,19,Female,0.7,56.08,0.56,5,28,1,54.44,D,0,Very confusing content,Negative
4430,Priya Gupta,30,Female,1,54.33,0.8,4,24,1,73.81,B,0,Very engaging and informative,Positive
4431,Ravi Kumar,25,Male,0.34,43.2,0.17,5,23,4,22.27,Fail,0,Too difficult to follow,Negative
4432,Arun Nair,19,Male,0.52,63.6,1,8,20,2,72.45,B,0,Very engaging and informative,Positive
4433,Suresh Iyer,27,Male,0.41,35.71,0.61,6,27,2,45.96,D,0,Poor explanations,Negative
4434,Arun Iyer,25,Male,0.91,33.35,0.82,4,8,2,64.21,C,0,Can be improved,Neutral
4435,Karthik Gupta,18,Female,0.76,25.61,0.91,3,36,6,68.75,C,0,Nothing special,Neutral
4436,Divya Reddy,19,Male,0.91,61.83,0.97,4,31,5,77.04,B,0,Excellent platform for learning,Positive
4437,Kavya Singh,21,Male,0.54,26.68,0.77,8,20,8,57.81,C,0,Average experience,Neutral
4438,Priya Reddy,19,Male,0.79,19.95,0.67,4,3,4,63.76,C,0,Average experience,Neutral
4439,Anjali Iyer,23,Female,0.82,16.79,0.5,9,5,9,58.38,C,0,Okay course,Neutral
4440,Suresh Sharma,19,Male,0.85,52.47,0.89,5,6,9,69.68,C,0,Nothing special,Neutral
4441,Suresh Iyer,25,Female,0.51,60.78,0.69,9,48,8,64.94,C,0,Normal learning experience,Neutral
4442,Suresh Kumar,25,Female,0.49,45.53,0.54,9,48,3,59.5,C,0,Can be improved,Neutral
4443,Karthik Verma,27,Female,1,42.28,0.83,4,30,4,78.24,B,0,Loved the teaching style,Positive
4444,Sneha Sharma,19,Male,0.68,44.59,0.51,8,19,1,59.67,C,0,Nothing special,Neutral
4445,Meena Reddy,29,Female,0.76,36.04,0.36,6,11,3,47.93,D,0,Very confusing content,Negative
4446,Suresh Das,21,Male,0.81,66.26,0.7,8,23,4,74.14,B,0,Excellent platform for learning,Positive
4447,Rahul Patel,24,Female,0.68,27.8,0.66,5,13,3,48.45,D,0,Too difficult to follow,Negative
4448,Kavya Nair,23,Female,0.8,3.38,0.71,5,14,2,56.84,C,0,Normal learning experience,Neutral
4449,Vijay Singh,21,Male,0.49,14.2,0.73,4,14,7,36.46,Fail,1,Too difficult to follow,Negative
4450,Divya Iyer,24,Female,1,49.11,0.8,3,20,8,67.46,C,0,Nothing special,Neutral
4451,Meena Iyer,26,Female,0.9,23.85,0.79,3,7,1,57.92,C,0,Okay course,Neutral
4452,Priya Sharma,30,Female,0.67,51.95,0.86,7,41,6,77.58,B,0,Very engaging and informative,Positive
4453,Priya Sharma,21,Male,0.72,38.49,0.76,8,3,3,60.76,C,0,Average experience,Neutral
4454,Karthik Singh,29,Female,0.54,12.12,0.92,3,32,8,52.62,D,0,Waste of time,Negative
4455,Sneha Nair,28,Male,0.79,52.59,1,3,34,8,77.84,B,0,Very engaging and informative,Positive
4456,Vijay Reddy,21,Male,0.68,30.11,0.65,8,46,2,64.2,C,0,Nothing special,Neutral
4457,Meena Kumar,30,Female,0.71,54.69,0.75,8,29,4,62.24,C,0,Can be improved,Neutral
4458,Kavya Nair,30,Male,0.74,25.1,0.7,7,38,1,57.95,C,0,Nothing special,Neutral
4459,Suresh Nair,20,Female,0.63,31.01,0.67,3,41,7,63.23,C,0,Average experience,Neutral
4460,Suresh Singh,25,Female,0.7,56.87,0.53,6,33,0,53.07,D,0,Poor explanations,Negative
4461,Ravi Iyer,30,Female,0.99,42.38,0.54,9,3,1,63.31,C,0,Can be improved,Neutral
4462,Divya Das,21,Male,0.79,45.8,0.77,9,5,8,60.57,C,0,Can be improved,Neutral
4463,Karthik Verma,22,Male,0.64,47.29,0.47,4,6,4,50.21,D,0,Waste of time,Negative
4464,Ravi Kumar,29,Male,1,44.95,0.49,3,19,6,64.42,C,0,Can be improved,Neutral
4465,Arun Sharma,23,Female,0.85,28.48,0.33,9,48,4,61.16,C,0,Average experience,Neutral
4466,Priya Kumar,22,Female,0.56,38.74,0.69,9,3,6,59.97,C,0,Can be improved,Neutral
4467,Rahul Das,28,Female,0.62,35.36,0.41,3,1,8,46.27,D,0,Very confusing content,Negative
4468,Arun Patel,21,Female,0.92,66.54,0.74,7,13,8,75.81,B,0,Excellent platform for learning,Positive
4469,Priya Nair,28,Male,0.75,47.35,0.59,4,7,6,50.11,D,0,Too difficult to follow,Negative
4470,Arun Reddy,19,Female,0.93,50.96,1,6,14,4,76.92,B,0,Excellent platform for learning,Positive
4471,Meena Singh,19,Male,0.71,32.44,0.31,6,49,0,51.91,D,0,Poor explanations,Negative
4472,Arun Gupta,28,Male,0.64,44.36,1,5,2,0,67.39,C,0,Okay course,Neutral
4473,Arun Patel,24,Male,0.66,36.67,0.68,3,48,9,60.71,C,0,Normal learning experience,Neutral
4474,Priya Kumar,29,Male,0.8,31.14,0.84,9,36,9,67.64,C,0,Okay course,Neutral
4475,Suresh Verma,20,Male,0.66,36.99,0.69,5,12,8,55.28,C,0,Nothing special,Neutral
4476,Vijay Gupta,25,Female,0.79,14.51,0.6,6,36,0,55.96,C,0,Can be improved,Neutral
4477,Anjali Kumar,22,Male,0.96,28.85,0.7,4,39,8,65.26,C,0,Average experience,Neutral
4478,Ravi Sharma,24,Female,0.84,23,0.75,4,43,7,57.88,C,0,Okay course,Neutral
4479,Arun Iyer,27,Female,0.81,51.6,0.66,6,13,2,60.72,C,0,Normal learning experience,Neutral
4480,Suresh Kumar,28,Female,0.81,21.86,0.83,3,47,6,65.52,C,0,Average experience,Neutral
4481,Karthik Nair,28,Female,0.62,45.72,0.95,4,45,0,74.58,B,0,Great course and very helpful,Positive
4482,Priya Reddy,20,Female,0.54,32.09,0.69,8,47,7,64.16,C,0,Average experience,Neutral
4483,Kavya Das,18,Male,0.99,64.49,0.81,8,35,2,79.29,B,0,Excellent platform for learning,Positive
4484,Arun Singh,30,Female,0.78,29.26,0.17,5,31,0,41.87,D,0,Waste of time,Negative
4485,Ravi Nair,18,Female,0.52,35,0.6,6,1,6,47.96,D,0,Waste of time,Negative
4486,Vijay Sharma,20,Female,0.77,43.51,0.53,9,36,5,67.41,C,0,Nothing special,Neutral
4487,Priya Iyer,30,Female,1,50.31,0.83,7,21,8,68.19,C,0,Okay course,Neutral
4488,Divya Singh,21,Male,1,40.98,0.67,7,22,5,63.16,C,0,Okay course,Neutral
4489,Anjali Gupta,20,Female,0.72,38.87,0.71,3,29,6,70.43,B,0,Great course and very helpful,Positive
4490,Karthik Gupta,24,Female,0.85,50.1,1,6,44,7,79.26,B,0,Excellent platform for learning,Positive
4491,Priya Patel,19,Male,0.98,37.86,1,3,5,3,74.21,B,0,Loved the teaching style,Positive
4492,Karthik Sharma,27,Male,0.76,40.84,1,5,25,6,68.29,C,0,Average experience,Neutral
4493,Rahul Patel,27,Male,0.86,55.27,0.25,9,37,2,62.41,C,0,Normal learning experience,Neutral
4494,Rahul Nair,28,Female,0.7,19.68,0.71,4,41,0,61.69,C,0,Can be improved,Neutral
4495,Rahul Nair,24,Male,0.86,8.33,0.52,6,7,0,44.05,D,0,Waste of time,Negative
4496,Arun Gupta,19,Female,0.96,55.42,0.51,5,10,6,65.1,C,0,Average experience,Neutral
4497,Divya Gupta,22,Female,0.97,46.51,0.66,5,9,3,69.11,C,0,Okay course,Neutral
4498,Sneha Nair,20,Male,1,35.81,0.64,9,5,2,63.91,C,0,Normal learning experience,Neutral
